,_id,tweet_id,text,task_1,task_2
727,60c5d7495659ea5e55df0888,hi_hasoc_2021_727,"Covid Vaccine: कोरोना के सभी नई स्ट्रेन के खिलाफ कारगर है स्पूतनिक लाइट वैक्सीन, 79.4 फीसदी तक है प्रभावी   #CovidVaccine #SputnikLightV. #SputnikV   https://t.co/0XnUHfK0TJ",NOT,NONE
3514,60c5d7495659ea5e55df1def,hi_hasoc_2021_3514,"#कबीरजी_के_रहस्यमयीदोहे  Kabir Prakat Diwas 24 June कुष्टी हो संत बंदगी कीजिए। जे हो वैश्या को प्रभु विश्वास, चरण चित दीजिए।। यदि किसी भक्त को कुष्ट रोग है और वह भक्ति करने लगा है तो उससे घृणा न करे। उसको प्रणाम करे। उसका हौंसला बढ़ाना चाहिए। भ https://t.co/9zMTQdfxR8",NOT,NONE
393,60c5d7495659ea5e55df07f5,hi_hasoc_2021_393,"हमे गांधीगिरी वाले मोदी और शाह नही चाहिए  हमे ""गुजरात"" वाले ""मोदी"" और ""शाह"" चाहिए #BengalBurning",NOT,NONE
5720,60c5d7495659ea5e55df1758,hi_hasoc_2021_5723,"समलिंगी संघी इन्हे जलाने की बात कर रहे थे,लेकिन इन्होंने ८०० जलाए।  #ModiKaVaccineJumla https://t.co/TbgZrmJF75",HOF,HATE
2436,60c5d7495659ea5e55df1222,hi_hasoc_2021_2436,@ppbajpai और तुम जैसे देशद्रोही पत्रकार दलाल मीडिया वामपंथी ग़द्दार कांग्रेसी ग़द्दार और क्या चाहिए देश बर्बाद करने के लिए,HOF,OFFN
2461,60c5d7495659ea5e55df136d,hi_hasoc_2021_2461,हर जगह #islamophobia है https://t.co/is0UEvmyTe,NOT,NONE
5634,60c5d7495659ea5e55df16e4,hi_hasoc_2021_5637,हाथ मे कटोरा  मुह मे पान बना के रहेंगे नया पाकिस्तान।।  #BengalBurning  #BengalViolence,HOF,HATE
3379,60c5d7495659ea5e55df179f,hi_hasoc_2021_3379,@DChaurasia2312 जरूर दीपक चौरसिया किसी गंदी नाली के कीड़े का अंश है मुझे अब ऐसा यकीन होता जा रहा है क्योंकि जिस तरह से यह अपने मालिक के आगे कुत्ते की तरह दुम हिलाता क्योंकि बड़े घर की लड़कियां बहुत  हाई नस्ल के कुत्ते पालते हैं इसलिए मुझे इस पर पूरा डाउट हो रहा है कि यह कुत्ते की नस्ल का है,HOF,OFFN
3952,60c5d7495659ea5e55df1c37,hi_hasoc_2021_3952,@OsamaShahab_ जब तुम्हें पजामा पहनने नहीं आता था तक तुम्हारे मां को ताज पहनाया था शाहब ने। @yadavtejashwi @RJDforIndia @TejYadav14 @RabriDeviRJD #justiceforshahabuddin,NOT,NONE
3097,60c5d7495659ea5e55df1516,hi_hasoc_2021_3097,लिखकर रख लीजिए! पूरी दुनिया की तबाही का कारण बना कोरोना वायरस अंततः चीनी #वुहान_वायरस ही निकलेगा और दुष्ट चीन को वैश्विक समाज के समक्ष अपराधी के रूप में खड़ा होना और अपने पाप की सजा भुगतना होगा।,NOT,NONE
3402,60c5d7495659ea5e55df1936,hi_hasoc_2021_3402,"@Thugglife1143 कुत्ता कितना भी बौक्क ले, पर चाटता मालिक का पैर ही है.. रावत।..😝",HOF,OFFN
1997,60c5d7495659ea5e55df0d28,hi_hasoc_2021_1997,मुख्तार का 24 करोड़ की अवैध जमीन कुर्क।   लगे हाथ टोटी भी जप्त किया जाय योगी जी।,NOT,NONE
3476,60c5d7495659ea5e55df1b8c,hi_hasoc_2021_3476,"@MamataOfficial दीदी थोड़ा सबर कीजिए, अगर दिन में चाँद-सितारे ना दिखा दिए तो मेरा भी नाम @narendramodi नहीं।  #IsupportModi #bangalviolence #BengalBurning #ममता_खूनी_हैं",NOT,NONE
2494,60c5d7495659ea5e55df1460,hi_hasoc_2021_2494,अस्तबल ख़ाली हो जाय पर गधा कभी घोड़ा नही बन्न सकता @RahulGandhi https://t.co/nYVCOwVO5X,NOT,NONE
4203,60c5d7495659ea5e55df1ab6,hi_hasoc_2021_4203,@beingarun28 #राष्ट्रपति_जी_बंगाल_संभालो  क्योंकि रक्तपिपासू बेगम मुख्यमंत्री #मोमताबानो नरभक्षक बन बैठीं हैं !   #CruelMamata #नरभक्षक_ममता #BengalBurning #AliveHag,HOF,OFFN
3343,60c5d7495659ea5e55df1762,hi_hasoc_2021_3343,#Vaccine_और_MSP_दो #ResignPMmodi  #IndianLivesMatter  #FarmersProtests,NOT,NONE
239,60c5d7495659ea5e55df059b,hi_hasoc_2021_239,बंगाल मे डायन के शासन मे दंगाईयों की मदद पुलिस कर रही है।  अब महिलाओ और हिन्दुओ  पर हुए अत्याचार की जाँच भी यही जेहादियों की सेवादार पुलिस करेगी।  #BengalBurning  #दीदी_नहीं_डायन_ममता https://t.co/cPwFZmkFPi,NOT,NONE
4046,60c5d7495659ea5e55df1b53,hi_hasoc_2021_4046,@PMOIndia @sambitswaraj @aajtak @abplivenews #Resign_PM_Modi  #नरेंद्र_मोदी_ग्लोबल_पप्पू Modi ji अब बेवकूफ बनाना बदं करो https://t.co/AxqOY22vGo,NOT,NONE
3794,60c5d7495659ea5e55df19c4,hi_hasoc_2021_3794,अत्याचार करना पाप है तो अत्याचार देखना और सहना भी पाप है.  #bangalviolence #ResignPMmodi  #modimadedisater  #BangalBurning,NOT,NONE
1541,60c5d7495659ea5e55df104c,hi_hasoc_2021_1541,"""Prime Minister Narendra Modi"" Ji 𝗣𝗿𝗼𝗺𝗶𝘀𝗲𝗱 ""Ache Din"" 𝗕𝘂𝘁 𝗗𝗲𝗹𝗶𝘃𝗲𝗿𝗲𝗱 ‼  ▪️ #COVIDEmergency  ▪️ #lockdown2021  ▪️ #IndiaCovidCrisis   𝗠𝗲𝗮𝗻𝘄𝗵𝗶𝗹𝗲 It's Time 𝗧𝗼 #ExitModi  𝗡𝗼𝘄 We 𝗖𝗮𝗻'𝘁 Say  #IStandWithModi  ‼  #मजदूरों_के_मसीहा_बाबासाहेब https://t.co/CY4QopR2RV",NOT,NONE
6006,60c5d7495659ea5e55df1c77,hi_hasoc_2021_6011,अलविदा शेर-ए-बिहार 😭  अल्लाह आपको जन्नतुल फिरदौस में आला मकाम अता फरमाए और अहले खाना को सब्र जमील अता फरमाए. 🤲  #JusticeForShahabuddin,HOF,HATE
5016,60c5d7495659ea5e55df101e,hi_hasoc_2021_5019,आज़म खान साहब का इलाज AIIMS में कराया जाए… शहाबुद्दीन साहब की तरह उन्हें सिस्टम भरोसे नही छोड़ सकते😢🙏 #JusticeForShahabuddin,HOF,HATE
2797,60c5d7495659ea5e55df14d9,hi_hasoc_2021_2797,बेल के बदले जान।😡 राजद वालो अब सपना छोड़ दो सत्ता में आने का। #BringSahebHome #JusticeForShahabuddin https://t.co/lQAIPVsVl5,NOT,NONE
5576,60c5d7495659ea5e55df1792,hi_hasoc_2021_5579,"चोरी जारी वैश्या वृति, कबहु ना करियो कोई। पुण्य पाई नर देहि, ओच्छी ठौर ना खोई।। #कबीर https://t.co/aVZCTuP62T",HOF,OFFN
652,60c5d7495659ea5e55df07e3,hi_hasoc_2021_652,क्या ऊर्दू नाम की वजह से सबके मुंह बंद है 😒  #JusticeForShahabuddin,NOT,NONE
4705,60c5d7495659ea5e55df099a,hi_hasoc_2021_4706,@bstvlive मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
5471,60c5d7495659ea5e55df1615,hi_hasoc_2021_5474,@IkramMahi3 @BotsHindi #JummanMian आप सब एक साथ रहे हैं और आवाज़ उठाना सीखें वरना आज #JusticeForShahabuddin को जैसे बहुसंख्यकों ने मार दिया कल यह #Islamophobia_in_india भारत को कांग्रिस मुक्त नहीं मुल्ला मुक्त बना देगा।,HOF,HATE
6060,60c5d7495659ea5e55df1d92,hi_hasoc_2021_6065,ये हरामी सालों को....... https://t.co/N8SGljPFJw,HOF,PRFN
1352,60c5d7495659ea5e55df0ad8,hi_hasoc_2021_1352,हजारों सर झुक जाएंगे मोदी तेरे सम्मान में एक बार दोहरा दो गुजरात वाला पश्चिम बंगाल में जय श्री राम #BengalBurning #SaveBJPKaryakartas #ArrestMamataBanerjee #ArrestMamta,NOT,NONE
588,60c5d7495659ea5e55df084c,hi_hasoc_2021_588,बंगाल के जाधवपुर में बीजेपी नेता रिंकू नस्कर के घर तोड़फोड़...  Live Tv :- https://t.co/sYO2ujg1NR  #Bengal #bengalvoilence #BengalBurning https://t.co/BFpEw5Zg8C,NOT,NONE
4636,60c5d7495659ea5e55df0c77,hi_hasoc_2021_4637,वाह क्या सीन है। एक ऐसे राक्षस के लिए जो लोगों को एसिड में डुबाकर तड़पा तड़पा कर मारता था कुछ लोग धर्म के ऐंगल से बचाव कर रहे हैं। यही लोग इसी बात के लिए दूसरे की आलोचना भी करते हैं।  कमाल है।   #JusticeForShahabuddin,HOF,HATE
862,60c5d7495659ea5e55df0c74,hi_hasoc_2021_862,कोर्ट हाथ तक जोड़ रहा है कि भैया 15 दिन का लॉक डाउन लगा दो ..प्रदेश बचा लो !!!  भैया बोले-- सब ठीक है ..कोरोना तो आई गई है ..अभी असली निशाना तो 2 मई है !!! #ModiKaVaccineJumla,NOT,NONE
2196,60c5d7495659ea5e55df10b8,hi_hasoc_2021_2196,3 मई दिन सोमवार से 7 दिन के लिए सारे हरियाणा में पूर्ण लॉक डाउन घोषित ।  #IndiaCovidCrisis #HaryanaFightsCorona  #IndiaFightsCOVID19  #OxygenCrisis,NOT,NONE
3547,60c5d7495659ea5e55df1b00,hi_hasoc_2021_3547,"श्मशान में मृत शरीर मोदी, बीजेपी और आरएसएस के बारे में अधिक सत्य बोल रहे हैं। #ModiResign #ResignModi #ResignPMmodi #Resign_PM_Modi #ModiMustResign #ModiResignOrRepeal #ModiKaVaccineJumla #ModiHataoDeshBachao  #ModiMadeDisaster  #BJP_MP_MLA_Missing #BjpDestroyedIndia https://t.co/TzJ8iFybJZ",NOT,NONE
3233,60c5d7495659ea5e55df174c,hi_hasoc_2021_3233,"देश की कोई फिक्र नहीं, कुर्सी से इनको प्यार है देश को बेचा मोदी ने, विकास की आशा करना बेकार है। #ResignModi",NOT,NONE
1746,60c5d7495659ea5e55df108f,hi_hasoc_2021_1746,मुख्यमंत्री जी पुलिस की मिलीभगत होने की वजह से  अवैध बजरी से भरे ट्रैक्टर ट्रॉली सड़कों पर सरपट दौड़ रहे हैं ! दलितों पर कुछ समुदाय विशेष लोगों का अत्याचार चरम पर है। राजस्थान में कांग्रेस की सरकार बनवाने वाले खुद कांग्रेसी कार्यकर्ताओं को सुनी नहीं जा रही ! #बजरीमाफिया https://t.co/toh3YG23s5,NOT,NONE
3199,60c5d7495659ea5e55df17fb,hi_hasoc_2021_3199,@AnumaVidisha मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
2401,60c5d7495659ea5e55df10c2,hi_hasoc_2021_2401,"@rajnathsingh बंगाल में BSF जवानों के घरों पर हो रहे हैं हमले, BSF अधिकारियों ने की कड़ी कार्रवाई की मांग  #BengalBurning",NOT,NONE
3517,60c5d7495659ea5e55df1945,hi_hasoc_2021_3517,"Enough is enough   Thanks for your ""ACCHE DIN"":-[  Now #ResignPMmodi  No more #IStandWithModi Just #ExitModi   #Vaccine_और_MSP_दो #कोरोना_को_चुनाव_मे_बढ़त https://t.co/q1ExjbPh6m",NOT,NONE
4231,60c5d7495659ea5e55df1c3f,hi_hasoc_2021_4231,@ndtv @SonuSood मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
5558,60c5d7495659ea5e55df1747,hi_hasoc_2021_5561,"@INCIndia कांग्रेस पार्टी की नजर में370हटाना भी देश के लिए गलत है ,उसका भी विरोध कर रहे थे फिर वह तो वापस बहाल नहीं करवाई..... एक कुत्ता रेलगाड़ी के डिब्बो की छाया में रेलगाड़ी के बराबर चल रहा था ,उस कुत्ते के मन में भी यही विचार था कि गाड़ी मेरे दौड़ने से चल रही है",HOF,HATE
5833,60c5d7495659ea5e55df18c2,hi_hasoc_2021_5837,ये कोन दोगला है सुवर की औलाद 🐷🐷🐷 https://t.co/guyzpjBzSo,HOF,OFFN
2523,60c5d7495659ea5e55df141a,hi_hasoc_2021_2523,#औरत बिके तो वैश्या और #पुरुष बिके तो दुल्हा!!! लानत है ऐसे दोगले समाज पर। क्या आपको नही लगता कि #दहेज_प्रथा बंद होनी चाहिएं @NandkishoreVal1 @1kingswati  @PRITI8181 @rinkiranipandey @SushilModi @dineshbjp09 @officecmbihar @nidhitripathi92 @KirtiMi43858557 @pankajmishraO,NOT,NONE
940,60c5d7495659ea5e55df0a9a,hi_hasoc_2021_940,महामारी का दौर.... कांग्रेस के 70 साल बनाम भाजपा के 7 साल  #ModiKaVaccineJumla https://t.co/a3ZR6sBt5R,NOT,NONE
221,60c5d7495659ea5e55df0520,hi_hasoc_2021_221,"@fatehaliya @ShivaniV2901 अभी तो, दुनिया को साफ दिख रहा है.. कौन कुत्ता है और कौन गाड़ी और देश चला रहा है,, 😆😆😂😂",NOT,NONE
4794,60c5d7495659ea5e55df0907,hi_hasoc_2021_4796,@yadavtejashwi आज से आपका पतन स्टार्ट हो गया है । #JusticeForShahabuddin,HOF,OFFN
5413,60c5d7495659ea5e55df147c,hi_hasoc_2021_5416,व्यक्ति भले ही मिट्टी में तदफिन हो जाये! लेकिन उसके विचार और उनके द्वारा किये गए नेक कार्य हमेशा जिंदा रहता है! साहब को हमेशा सिवान के विकास हेतु समर्ण किया जाएगा! #JusticeForShahabuddin https://t.co/Y8Klumg1lo,HOF,HATE
1257,60c5d7495659ea5e55df098b,hi_hasoc_2021_1257,लिखने मैं कोई टैक्स थोड़ी लगता हैं आप सब लिखते रहिए जब तक ये हैसटैग नम्बर 1 ना पहुंच जाए #JusticeForShahabuddin,NOT,NONE
1570,60c5d7495659ea5e55df0f01,hi_hasoc_2021_1570,आंसू तमाम शहर की आंख में है मगर हकीम बता रहा सब ठीक-ठाक है  #ModiMustResign #Resign_PM_Modi  #ModiResign  #ModiKaVaccineJumla  #ModiResignOrRepeal  #ModiFailsIndia #FarmLaws_NextPandemic https://t.co/teVzE0dxDT,NOT,NONE
3122,60c5d7495659ea5e55df1539,hi_hasoc_2021_3122,"@AnilKumar0307 @myogioffice @narendramodi @myogiadityanath Modi key kutsit irradey key aagey yogiji pust hain  “हीरे को परखना है तो अंधेरे का इंतज़ार करो, धूप में तो काँच के टुकड़े भी चमकने लगते हैं” Heera hain yogiji or kaanch ka tukda hai modiji #Resign_PM_Modi",NOT,NONE
5815,60c5d7495659ea5e55df1cb9,hi_hasoc_2021_5819,@RajawatNandini दुष्ट,HOF,OFFN
5173,60c5d7495659ea5e55df0ddc,hi_hasoc_2021_5176,@OpIndia_in ये चुटिया peaceful community से आता h क्या!,HOF,OFFN
2141,60c5d7495659ea5e55df11f4,hi_hasoc_2021_2141,🏹🚩जय श्री राम 🚩🏹  दुर्जन:स्वस्वभावेन परकार्ये विनश्यति! नोदर तृप्तिमायाती मूषक:वस्त्रभक्षक:!!  अर्थात 👉 – दुष्ट व्यक्ति का स्वभाव ही दूसरे के कार्य बिगाड़ने का होता है! वस्त्रों को काटने वाला चूहा पेट भरने के लिए कपड़े नहीं कटता!!?  #यथार्थ_सत्य,NOT,NONE
857,60c5d7495659ea5e55df0bc7,hi_hasoc_2021_857,कांग्रेस  अपने युवराज को हीरो बनाने के लिए करोड़ों रुपये खर्च करती हैं | 👇🏿 भक्त लोग 399₹का रिचार्ज करके उसे फिर से गधा बना देते हैं | 🤣🤣🤣🤣,NOT,NONE
2975,60c5d7495659ea5e55df1651,hi_hasoc_2021_2975,#OPS #BanEVM #पुरानी_पेंशन_बहाल_करो #FarmersProtest #SpeakUpForFarmers #StopPrivatization #ModiMadeDisaster #NPS_भारत_छोड़ो #NPS_QUIT_INDIA #NPSनिजीकरणभारतछोड़ो #OPS_कर्मचारी_का_अधिकार #NPSनिजीकरणकेख़िलाफ़_इंक़लाब #स्वास्थ्य_क्षेत्र_मे_बजट_बढ़ाओ #Resign_PM_Modi #Vaccine_और_MSP_दो https://t.co/n3LpS2t7jV,NOT,NONE
1802,60c5d7495659ea5e55df0cd2,hi_hasoc_2021_1802,"@SureshChavhanke @BJP4India @VHPDigital @vinod_bansal @ThePushpendra_ @BJP4Bengal पलायन नही प्रतिगात करो ""सुनो द्रोपदी शस्त्र उठा लो, अब गोविंद ना आएंगे"" #BengalBurning",NOT,NONE
2324,60c5d7495659ea5e55df1176,hi_hasoc_2021_2324,"आर्केस्ट्रा में फूहड़ भोजपुरी गीतन प डांड़ हिलावे वाला के भी हम खेसरिया मामला में विरोध करत देख रहल बानी। माने हद बा। अचानक से भोजपुरी खाती चिंता, भाई रे रहे दे तोहरा से ने होई।",NOT,NONE
1849,60c5d7495659ea5e55df1073,hi_hasoc_2021_1849,"सड़क पर बैठी गाय किसी का क्या बिगाड़ रही थी, जो इस सुअर के पिल्ले ने कुचल कर उसको मार डाला,,😡 @myogiadityanath आदरणीय श्री मुख्यमंत्री जी से निवेदन करता हूं कि इस को कड़ी से कड़ी सजा दी जाए 🙏🙏🙏 https://t.co/vcUiaAWekW",NOT,NONE
1889,60c5d7495659ea5e55df100b,hi_hasoc_2021_1889,जब शेर जिंदा था तो कुछ नहीं बिगाङ पाए जालिम उसकी लाश से लङकर जंग क्या बिगाङ पाए जालिम।  @AmitShah @NitishKumar @yadavtejashwi @ArvindKejriwal   #JusticeForShahabuddin https://t.co/UhYiQyG81u,NOT,NONE
4379,60c5d7495659ea5e55df066c,hi_hasoc_2021_4380,"रावण का पता नहीं  पर मोदी सिस्टम ने भारत जला दिया कभी -हिन्दू-मुसलमान से कभी- झुठे राष्ट्रवाद-पाक -चाइना कभी- नोटबंदी,gst और अब -कोरोना,नये कृषि कानून  से जल ही रहा है  #FarmersProtest #रोहित_सरदाना #RohitSardana #YogiJhootaHai #aajtak #ModiKaVaccineJumla https://t.co/VOMbny2P7M",HOF,OFFN
3401,60c5d7495659ea5e55df1927,hi_hasoc_2021_3401,"कुछ दोस्त सीधे साधे भी अच्छे नहीं लगते,  और कुछ कमीने जान से भी प्यारे होते है😎 https://t.co/0LPKzoJPbs",NOT,NONE
4844,60c5d7495659ea5e55df0c84,hi_hasoc_2021_4847,कल से 18 से ऊपर वालो को हवा की वैक्सीन लगेगी... #ModiKaVaccineJumla,NOT,NONE
195,60c5d7495659ea5e55df0592,hi_hasoc_2021_195,@RabriDeviRJD @RJDforIndia #JusticeForShahabuddin मैं आपलोगो के साथ अब नहीं हु... अभी अनफॉलो करता हु,NOT,NONE
4168,60c5d7495659ea5e55df1cf6,hi_hasoc_2021_4168,पश्चिम बंगाल में चुनाव के बाद TMC के कार्यकर्ताओं द्वारा भाजपा कार्यकर्ताओं पर किये हमले के विरोध में भाजपा दिल्ली का प्रदर्शन। @adeshguptabjp #BengalBurning https://t.co/nDo0vasske,NOT,NONE
3026,60c5d7495659ea5e55df15b0,hi_hasoc_2021_3026,नायक फिल्म में अमरस पूरी चुनाव हारने के बाद राज्य में दंगे खून खराबा करवा देता है । समझ जाओ #dogecoin #cryptocurrency #doge #VoteBinface #matury2021 #BengalBurning #MamtaBannerjee #ModiResignOrRepeal #tejasvisurya #bangalviolence #KanganaRanaut # @MamataOfficial @ArvindKejriwal,NOT,NONE
4793,60c5d7495659ea5e55df0cba,hi_hasoc_2021_4795,राजद को बिहार में सिर्फ मुसलमान का वोट चाहिए।। अभी भी आंख खोल लो जुमनो नही तो तुम्हारे आने वाली नस्ले भी गुलामी करेगी इन यादवो की @RJDforIndia  #JusticeForShahabuddin,HOF,HATE
5853,60c5d7495659ea5e55df1891,hi_hasoc_2021_5857,"@ArvindK83954066 @Dr_Uditraj दोस्तों, आओ हम सब सर्वसम्मति से महान अर्थशास्त्री, धुरंधर वैज्ञानिक, अंतर्राष्ट्रीय किसान, भयंकर सवर्ण-दलित मसीहा #चुदित राज जी को खांग्रेस #अध्यक्ष एवं #पलधानमंतली बनाएं !!🙏 ""सभी #समस्याएं समाप्त"" #उदित_राज_को_अध्यक्ष_बनाओ_बे @Dr_Uditraj  #CovidVaccine https://t.co/HrWBrorcLe",HOF,OFFN
4948,60c5d7495659ea5e55df0d98,hi_hasoc_2021_4951,@gaurav07870 @Ganapat35503220 @AudaciousQuest_ @SpiritOfCongres तेरी टाइमलाइन देखी अभी😁😁😁 तू इस्लामोफोबिक है #Islamophobia_in_india #Islamophobia  #islamophobie,HOF,HATE
4238,60c5d7495659ea5e55df1cb3,hi_hasoc_2021_4238,सोचता था कि वो कितने मासूम थे..क्या से क्या हो गए देखते देखते ! 😠😠 #BengalBurning https://t.co/SyXm7PyWbY,NOT,NONE
2126,60c5d7495659ea5e55df1274,hi_hasoc_2021_2126,मोदी भारत के प्रधानमंत्री बनते हैं तो यह भारत के लिए डिजास्टर होगा ! मनमोहन सिंह जी यह भविष्यवाणी आज सच हो गई है! 🤔🤔🤔 @INCIndia @AamAadmiParty @BJP4Delhi @RSSorg @OfficeOfLGJandK #Jammu #FightAgainstCOVID19  #AndhBhakt #deshbacho #ModiResign #ModiKaVaccineJumla https://t.co/9yHs1TVWal,NOT,NONE
2759,60c5d7495659ea5e55df1329,hi_hasoc_2021_2759,@ZeeBiharNews Please ask him to arrange #CovidVaccine first.. बाढ़ आने तक हम ज़िंदा रहेंगे या नहीं पता नहीं। #COVIDVaccination,NOT,NONE
5395,60c5d7495659ea5e55df133a,hi_hasoc_2021_5398,"#nusratjahan #सत_भक्ति_संदेश नक बेसर नक पर बनि, पहरें थी हार हमेल। सुन्दरी से कुतिया बनी, सुन साहेब (प्रभु) के खेल।।",HOF,OFFN
1761,60c5d7495659ea5e55df0d95,hi_hasoc_2021_1761,"भाईयो आप सभी से 🙏🏻हाथ जोड़ कर निवेदन है कि इन विडियों को ज़्यादा से  ज़्यादा रिट्वीट करो  ताकि ये ट्रैक्टर वाला सूअर पकडा जाऐ,,🙏🙏🏻🙏🏻 https://t.co/aNCRIrKP1o",NOT,NONE
3357,60c5d7495659ea5e55df17c8,hi_hasoc_2021_3357,जो शहाबुद्दीन के साथ हुआ वो आज़म खान के साथ नहीं होना चाहिए इसलिए आइए हम सब आवाज उठाते हैं #JusticeForShahabuddin,NOT,NONE
3735,60c5d7495659ea5e55df1bd2,hi_hasoc_2021_3735,"@NayakRagini मैडम आपको राजनीति करनी है जरूर करें आपका हक है, पर अपनी गाली गलौच, फूहड़ भाषा और व्यवहार को नारी शक्ति का प्रतीक बताकर कम से कम नारी शक्ति का अपमान तो ना करें। पहले डिबेट का मतलब समझें।  नारी शक्ति का रौद्र रूप भी सदैव पूजनीय है पर गाली गलौच का व्यवहार सर्वथा निंदनीय है 🙏🙏🙏",NOT,NONE
4719,60c5d7495659ea5e55df0c30,hi_hasoc_2021_4720,कांग्रेस ने एक नचनीया को युपी के मुसलमानो का वोट लेने के लिए तैयार कर रहा है जरा बच के यही कुर्दोगोलु दलाल है पैसे पर बिकते हैं,HOF,HATE
2690,60c5d7495659ea5e55df1410,hi_hasoc_2021_2690,हार जीत तो ठीक है मज़े की बात ये है साहब का बांग्लादेश के लिए आंदोलन कर जेल जाना बेकार हो गया 😜🙈  #JusticeForShahabuddin #JusticeForShahabuddin,NOT,NONE
2079,60c5d7495659ea5e55df1129,hi_hasoc_2021_2079,बुझ दिलो कि हिम्मत नहीं थी  शेर को हराना की इस लिए  एक मासूम को हराया गया  अलविदा _शेर_ए_बिहार #JusticeForShahabuddin https://t.co/gpzAT2yQE2,NOT,NONE
4078,60c5d7495659ea5e55df1a30,hi_hasoc_2021_4078,अलविदा कोम के बहादुर भाई #शहाबुद्दीन   अल्लाह आपकी मग़फिरत फरमाए। आमीन  #JusticeForShahabuddin https://t.co/fVknTINGcx,NOT,NONE
2694,60c5d7495659ea5e55df1454,hi_hasoc_2021_2694,"अलविदा, शेर ए सिवान को आखरी सलाम,  तुझे रखेंगे याद ता क़यामत तक  और तेरा इंसान मांगते रहेंगे! 😐  मय्यत के लिए दुआ-ए-मगफिरत की गुजारिश…  #JusticeForShahabuddin https://t.co/BDgm2RXojc",NOT,NONE
5168,60c5d7495659ea5e55df0d5c,hi_hasoc_2021_5171,"ममता बनर्जी के टोलाबाज गुंडों ने हिंसा शुरू किया है, इसका अंत @AmitShah जी ही करेंगे, ऐसा विश्वास है... #PresidentsRuleinBengal #BengalBurning https://t.co/u55OnNtmHg",NOT,NONE
2976,60c5d7495659ea5e55df165f,hi_hasoc_2021_2976,"Icici के मेल भेजने वाले भोसडीवालो क्या फ्री में फंड देने वाले ह्यो जो दिन में 10 बार मेल भेज रहे हो, मदरचोद लगता है अब तुम्हे फण्ड से मिलता जूलता ही कुछ देना पड़ेगा",HOF,PRFN
116,60c5d7495659ea5e55df0602,hi_hasoc_2021_116,"भाईयो आप सभी से 🙏🏻हाथ जोड़ कर निवेदन है कि इन विडियों को जादा से जादा शेयर करो  ताकि ये टेकटर वाला सूअर पकडा जाऐ,,, मेने तो अपना काम कर दिया,, अब आप भी अपनी इनसानीयत दिखा दो 🙏🏻🙏🏻 https://t.co/aHQonKqsaR",NOT,NONE
2347,60c5d7495659ea5e55df10d1,hi_hasoc_2021_2347,"ये कभी हम हिन्दुओ का साँथ नही देंगे यही हकीकत है। जिन्होंने 70 साल अपना सरनेम खान की जगह गांधी लगा कर, मूर्ख बनाया हो उनसे ओर उम्मीद भी क्या की जा सकती है। https://t.co/mQaW0XZW9A",NOT,NONE
165,60c5d7495659ea5e55df050e,hi_hasoc_2021_165,"@Naseeruddin_sah लालू की रिहाई की कीमत शहाबुद्दीन साहब की जान से चुकाई गयी है, RJD की खामोशी इस बात की गवाह है। Tejashwi Yadav दिल्ली में होने के बावजूद हॉस्पिटल नही पहुँच सकें।  ये वक़्त भुला नही जाएगा।।   इमरान भाई अमानतुल्लाह खान आपको सलाम #StandwithOsamaSahab  #JusticeForShahabuddin",NOT,NONE
1497,60c5d7495659ea5e55df109e,hi_hasoc_2021_1497,कहते हैं बेटे में बाप का कोई ना कोई गुन जरूर होता है शहाबुद्दीन अगर बहादुरी में शेर थे तो बेटा इंशाल्लाह सवा शेर साबित होगा #JusticeForShahabuddin,NOT,NONE
2407,60c5d7495659ea5e55df115a,hi_hasoc_2021_2407,"केंद्र में होते हुए भी, यदि आप कुछ नहीं कर पा रहे हैं , तो याद रखना आने वाला समय आपसे पूछेगा जब हिंदू बंगाल छोड़ कर जा रहे थे तब आप क्या कर रहे थे। #पूछता_है_हिंदू☝️#BengalViolence #BengalBurning @AmitShah @narendramodi @JPNadda https://t.co/LKhESfoXzD",NOT,NONE
177,60c5d7495659ea5e55df05e1,hi_hasoc_2021_177,शर्म की बात तो शिवसेना के लिए है। जिस पार्टी को हिंदु हृदय सम्राट बला साहब ने सींचा आज वो बंगाल में हो रहे हिंदु नरसंहार और पलायन पर चुप्पी साधे है। और ममता को शेरनी बोल कर तारीफ के कलमे पढ़ रही है  घोर पतन ! राम राम  @ShivSena #BengalBurning #BengalViolence  #Mamata #Modi #Hindu,NOT,NONE
5640,60c5d7495659ea5e55df1718,hi_hasoc_2021_5643,"सोने की चिड़िया को भिखारी बना दिया, बिना वैक्सीन रेजिस्ट्रेशन करा दिया।  #ModiKaVaccineJumla @SRiitu",HOF,HATE
